,text,labels
187,Integration of SWDL components Integrate the SWDL component into SWDL Adaptive AUTOSAR application to facilitate the diagnostic wired update Code merged with master to integrate the SWDL component with software update we can test software update,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
188,"GTest of Diagnostic Controller Develop, test and review Abstraction layer for Nvidia Drive Update the developed code must be checked into git Abstraction layer for Nvidia developed, tested and reviewed,  and checked into git to test the ISL DAL integration we can release tested quality code","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
189,"Draft SWE1 Software Requirements for Diagnostic Component Draft SWE1 Software Requirements for Diagnostic Component for module : service implementation(SOMEIP) for UDS server application SWE level requirements for Diagnostic component drafted in TRM to draft swe level requirements for Diagnostic component we can complete SWE1 and move ahead to SWE2,3","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
190,"Enable and Disable Push Mode in DriveUpdate Add Enable and Disable push mode support in PushModeHandler class Add Enable and Disable push mode support in PushModeHandler class, Merge the code with the master branch of the project in gitlab to update add enable and disable pushmode support for DAL we are able to get into push mode for diagnostic software update of orin","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,"Prepare a Life cycle manager In order to maintain the life cycle of OTA or Diagnostic software update instance we planned to create a life cycle manager prepare a class diagram for Life cycle manager Address review comments, update the class diagram in MSOSA to create a life cycle manager we can maintain the OTA and diagnostic instances","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
192,"Complete task runner class diagram The processes will be running on various different threads and we need a common class to handle all the tasks on those threads which can be used by ISL, Thread class diagram, update it in MSOSA Thread class diagram, update it in MSOSA to find define classes for task runner we can use these in our ISL implementation","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
193,Complete thread class diagram The processes will be running on various different threads and we need a common class to handle all the thread related activities which can be used by ISL : Thread class diagram Thread and task runner class diagram to find define classes for thread we can use these in our ISL implementation,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
194,"Create ISL abstraction layer For a working demo for ISL, we plan on creating a class diagram for abstraction layer for ISL and SUM This would involve identifying different classes and their relations, All the classes defined as part of the abstraction layer All the classes defined as part of the abstraction layer to find classes for update process for communication between ISL and SUM we can have an abstraction layer for the same","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
195,"Completion of DRIVE VM abstraction layer For a working demo for ISL, we plan on creating a class diagram for DriveVM APIs This would involve idenitfying different classes within the sample_driveupdate code and mapping relations between them, All the classes defined as part of the abstraction layer All the classes defined as part of the abstraction layer to create classes for update process based on sample_driveupdatec we can have an abstraction layer for the NVIDIA drive update","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
196,"Creating Class objects for sample_driveupdate We need to create class diagrams for DriveVM APIs As this would help us in Abstraction and tracking changes in the API in future, Presenting the Classes and their functionalities to the team and addressing the review comments to identify classes for drive update class diagrams can be created based on their interactions","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
197,Create State Machine Template To create a state machine template for ISL Class diagram Class diagram of the template class to prepare a state machine template we can use the template to create class diagram and final state machine,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
198,"Compose System boundary diagram (SYS1-2)  Capture how each capability, as identified in SYS-2, interact with each other, System Boundary diagram in MSOSA System Boundary diagram in MSOSA to compose System boundary diagram in MSOSA we can conclude sys1-sys2 requirements","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
199,"Capability decomposition for HandleOTAInstallation HandleOTAInstallation is one of the Capabilities identified for sys-2 level We need to decompose it into the functional blocks and prepare the activitiy diagram as per the ASPICE requirements, MSOSA activity diagram for HandleOTAInstallation MSOSA activity diagram for HandleOTAInstallation to decompose HandleOTAInstallation we can conclude sys2-sys3 requirements for a particular capabiltiy","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
200,"Capability decomposition for ManageSoftwareupdate ManageSofwareupdate is one of the Capabilities identified for sys-2 level We need to decompose it into the functional blocks and prepare the activitiy diagram as per the ASPICE requirements, MSOSA activity diagram for ManageSoftwareupdate MSOSA activity diagram for ManageSoftwareUpdate to decompose ManageSoftwareUpdate we can conclude sys2-sys3 requirements for a particular capabiltiy","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
201,"Capability decomposition for ManageTargetECU ManageTargetECU is one of the Capabilities identified for sys-2 level We need to decompose it into the functional blocks and prepare the activitiy diagram as per the ASPICE requirements, MSOSA activity diagram for ManageTargetECU  MSOSA activity diagram for ManageTargetECU to decompose ManageTargetECU we can conclude sys2-sys3 requirements for a particular capabiltiy","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202,"To draft the class diagram for ORIN ISL Create class diagrams for ISL, class definitions created and association between classes identified, interactions with SUM and other dependencies identified, and class diagram created with corresponding information Classes drafted and reviewed to draft class diagrams for ISL it can be shared with dependencies and help in implement ISL","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203,Hands on SWE level artefacts identified for ISL Should review and understand SWE level artefacts for ISL go review the SWE level artefacts already identified for ISL i can understand ISL APIs,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
204,SWE1 Refine SWUpdate Phases and LifeCycle requirements Refine SWUpdate Phases and LifeCycle requirements Refined and requirements released for SWUpdate phases and Lifecycle to refine SWUpdate phases and lifecycle requirements SWE1 stays updated with SWE3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
205,Review CMakeListstxt for Sample apps drive Update To draft the CMakelists for sample drive update sample and upload the merge request in gitlab,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
206,Review SYS-2 changes in MSOSA based on STJLR18199 MSOSA should have all the changes updated as identified in review of STJLR18199 Review MSOSA SYS-2 diagrams all the changes are incorporated as identified in the review of STJR18199,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
207,"Incorporating OTA STJLR document into MSOSA on SYS 2 Updated sys 2 diagrams based on STJLR-18-199
 Incorporate STJLR-18-199 to MSOSA We can verify requirements are properly incorporated in MSOSA diagrams","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
208,"To draft the master CMakeLists for nvidia drive update samples To draft the master CMakeListstxt file for below subprojects: content_server, remote_content_provider, sample-du-installer, sample_client_app. To include the sub projects and build the respective subfolder to draft the master CMakeListstxt for all sub projects of nvidia samples the binaries for respective sample applications can be generated","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
209,"Prepae CMakeLists for Sample-du-installer and Content server It is easier to control the build project using CMakeLists hence, we have to prepare CMakeLists for sample-du-installer and content_server to support these subprojects. Prepare CMakeListstxt files using MakeFile already present to prepare CMakeLists for content_server and sample-du-installer we can support the respective subproject","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
210,"To deliver the overall sessions on SYS level artifacts drafted for SW update  To deliver a detailed session for SYS level artifacts drafted for SW Update in MSOSAA, and a  detailed session for internal team members for initial RAMP Up activity to deliver a session on SYS level artifacts on SW update the internal team can understand the current progress","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
211,SWE 3 Preevision model for jlr_swdl_sota_client mock application jlr_swdl_sota_client mock application will test the SOTA routine sequences and will finally be replaced by SUM json file with all the methods and to be sent to ccplex for prevision to create a mock jlr_swdl_sota client we can simulate the SOTA routine,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
212,"Training for TRM and get write access TRM request To review the training materials provided for TRM and get accustomed with the usage, To request approval for TRM  Write access to get well versed with TRM traininh it will facilitate to draft requirements in the upcoming sprints","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
213,Implement the PushModeHandler Class for DAL Header and CC files of the implementation. Merged with the master on gitlab Header and CC files of the implementation. Merged with the master on gitlab,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
214,Develop a basic Adaptive Autosar application client To develop adaptive autosar application  A basic adaptive autosar application is able to run,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
215,Explore Harman Delta Image update mechanism Understand the Harman delta generator on PIVI. Identify the dependencies of the delta generator. Compare the delta generator with NVIDIA delta generator to explore Harman delta image update so that we can understand and compare the delta generator,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
216,"Identify the interface of ISL - Diagnostic Create class diagrams for ISL. Prepare a ICD diagram in MSOSA listing interfaces of ISL for Diagnostic update, Review with the team and address the review comments Artefacts created in MSOSA ICD diagram of ISL for Diagnostic Update it can be shared with dependencies and help in implement ISL","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
217,"SYS2-SYS3 Functional decomposition for software update To draft the following sys3 documentation. Functional architectural diagram. system partitioning diagram, Interface control document, Traceability between capabilities and functions To get have a functional architecture diagram, Interface control diagram, system partitioning diagram, we can conclude sys2-sys3 requirements for a particular capabiltiy","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
218,SYS1-SYS3 diagrams for ORIN OTA update SYS1-SYS3 diagrams for ORIN OTA update uploaded in MSOSA,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
219,"SW flash and hands-on for memory layout on devkit Full image update is one of the ways to update the ORIN devkit Having a hands-on knowledge of the process is crucial for the team We should go through the documentation and perform a full image update, trying full image update using the documented steps to get familiar with Orin dev kit Completion of full image update using the documented steps go through the documented steps of full image update I can get familiar with the devkit and perform a full image update","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
